0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	0.492308	
0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	0.476923	
0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	0.461538	
0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	0.446154	
0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	0.430769	
0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	0.415385	
0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	
0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	0.384615	
0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	0.369231	
0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	0.353846	
