0.302008	0.372392	0.456352	0.525814	0.579491	0.622186	0.656812	0.68525	0.708966	0.72907	0.746375	0.761477	0.77482	0.786737	0.797481	0.807245	0.816182	0.824407	0.832015	0.839079	0.845659	0.851802	0.857547	0.862925	0.867958	0.872667	0.877064	0.881161	0.884964	0.888477	0.891699	0.89463	0.897266	0.899599	0.901621	0.903322	0.90469	0.90571	0.906367	0.906642	0.906516	0.905966	0.904969	0.903497	0.901519	0.899002	0.895904	0.892179	0.88777	0.882608	0.876605	0.869647	0.861583	0.852208	0.841236	0.828254	0.812658	0.793531	0.769451	0.738157	0.696	0.637429	0.551583	0.434292	0.348613	
0.0688899	0.100005	0.16326	0.228767	0.287725	0.340378	0.386956	0.42788	0.463849	0.495603	0.523807	0.549031	0.571748	0.59235	0.611152	0.628413	0.64434	0.659104	0.672843	0.68567	0.697676	0.708937	0.719514	0.729457	0.738805	0.747588	0.755831	0.763551	0.770759	0.777462	0.78366	0.789352	0.794529	0.799181	0.803294	0.806849	0.809825	0.812197	0.813937	0.815012	0.815388	0.815024	0.813878	0.811899	0.809033	0.805216	0.800378	0.794432	0.787279	0.778795	0.768826	0.757174	0.743581	0.727697	0.709043	0.686944	0.660438	0.628134	0.588029	0.53731	0.472362	0.389654	0.286425	0.174786	0.112676	
-0.000465617	-0.000756942	0.0269695	0.0676229	0.112201	0.157303	0.200878	0.241847	0.279836	0.314841	0.347029	0.376644	0.403947	0.42919	0.452603	0.474391	0.49473	0.513772	0.531644	0.548455	0.564298	0.579247	0.593367	0.606709	0.619314	0.631215	0.642438	0.652999	0.66291	0.672176	0.680797	0.688766	0.696072	0.7027	0.70863	0.713837	0.71829	0.721956	0.724797	0.726769	0.727823	0.727905	0.726955	0.724907	0.721683	0.717198	0.711355	0.704037	0.695109	0.684404	0.67172	0.656797	0.6393	0.618789	0.594673	0.566152	0.532145	0.491217	0.441565	0.381193	0.308652	0.22488	0.135356	0.0576073	0.0275818	
-0.0175361	-0.0319577	-0.0290958	-0.0114912	0.0151546	0.0469213	0.0810436	0.115687	0.149751	0.182627	0.214009	0.243781	0.271935	0.298524	0.323633	0.347356	0.369793	0.391035	0.41117	0.430273	0.448413	0.465647	0.482025	0.497588	0.51237	0.526395	0.539684	0.552248	0.564093	0.57522	0.585623	0.595292	0.60421	0.612356	0.619705	0.626223	0.631874	0.636617	0.640404	0.643181	0.644889	0.645462	0.644827	0.642901	0.639592	0.634796	0.628393	0.620246	0.610191	0.598033	0.583535	0.566399	0.546252	0.522614	0.494867	0.462224	0.423707	0.378187	0.324563	0.262242	0.192173	0.118561	0.0503418	0.00325844	-0.00451307	
-0.0190994	-0.0373625	-0.0472316	-0.0451733	-0.0333171	-0.0144431	0.00904327	0.035253	0.0628288	0.0908462	0.118699	0.146004	0.172534	0.198162	0.222827	0.246513	0.269227	0.290993	0.311839	0.3318	0.350909	0.369195	0.386685	0.403404	0.419367	0.43459	0.44908	0.46284	0.475868	0.488158	0.499696	0.510466	0.520445	0.529606	0.537916	0.545337	0.551825	0.557332	0.561802	0.565173	0.567378	0.568341	0.567977	0.566192	0.562882	0.557929	0.551198	0.542534	0.531758	0.518655	0.50297	0.484392	0.462539	0.436944	0.407037	0.372155	0.331581	0.284693	0.231275	0.172119	0.109967	0.0506026	0.00321215	-0.0207919	-0.0155134	
-0.0165477	-0.0342055	-0.0491223	-0.0557962	-0.0540056	-0.0451618	-0.0309113	-0.0127972	0.00790566	0.0302164	0.0534097	0.0769643	0.100514	0.123808	0.146675	0.169007	0.190733	0.211811	0.232218	0.251944	0.270984	0.28934	0.307013	0.324006	0.340318	0.355949	0.370893	0.385142	0.398685	0.411507	0.423586	0.434898	0.445415	0.455103	0.463923	0.47183	0.478775	0.484702	0.489551	0.493252	0.495731	0.496905	0.49668	0.494956	0.491618	0.486538	0.479573	0.470558	0.459304	0.44559	0.42916	0.409708	0.386877	0.360251	0.329372	0.293778	0.253106	0.207303	0.156999	0.104056	0.0522152	0.00752295	-0.0222189	-0.0301584	-0.018076	
-0.0133858	-0.0289023	-0.0448157	-0.0555773	-0.059793	-0.0578366	-0.0506149	-0.0392051	-0.024634	-0.00777959	0.010648	0.0300936	0.0501337	0.0704501	0.090807	0.111031	0.130997	0.150612	0.169811	0.188546	0.206781	0.22449	0.241651	0.258247	0.274261	0.289676	0.304475	0.318639	0.332146	0.344971	0.357087	0.368462	0.37906	0.388842	0.397763	0.405773	0.412818	0.418838	0.423765	0.427526	0.430041	0.431222	0.43097	0.429179	0.42573	0.420488	0.413308	0.404019	0.392435	0.378337	0.361482	0.341589	0.318351	0.291442	0.260554	0.225471	0.186211	0.143261	0.0979206	0.0527166	0.0117085	-0.0196287	-0.0354736	-0.0327858	-0.0175665	
-0.0105815	-0.0236491	-0.0386669	-0.0507603	-0.0581121	-0.0604589	-0.0581449	-0.0518208	-0.0422267	-0.0300689	-0.0159678	-0.000443173	0.0160825	0.0332725	0.0508622	0.0686452	0.0864615	0.104187	0.121725	0.139001	0.155955	0.172538	0.188709	0.204435	0.219683	0.234424	0.248629	0.262269	0.275313	0.287728	0.299479	0.310528	0.320834	0.330351	0.339031	0.346818	0.353655	0.359477	0.364213	0.367787	0.370115	0.371106	0.370659	0.368665	0.365002	0.359537	0.352123	0.342595	0.330771	0.316451	0.299412	0.27942	0.256237	0.229651	0.199529	0.165914	0.129182	0.0902638	0.0509135	0.0139476	-0.0167434	-0.0366687	-0.0420071	-0.0325309	-0.0161542	
-0.00831346	-0.0190963	-0.0324713	-0.0444092	-0.0530676	-0.0578533	-0.0587402	-0.0560478	-0.0502586	-0.0418968	-0.0314639	-0.0194086	-0.00611668	0.00808919	0.0229434	0.0382297	0.0537733	0.0694328	0.0850941	0.100664	0.116066	0.131236	0.146119	0.160668	0.174839	0.188593	0.20189	0.214692	0.226963	0.238661	0.249746	0.260174	0.269899	0.278872	0.287039	0.294343	0.300722	0.306108	0.31043	0.313609	0.315559	0.316189	0.315398	0.313075	0.309103	0.30335	0.295674	0.285921	0.273925	0.259505	0.24248	0.22267	0.199923	0.174155	0.145416	0.113996	0.0805732	0.0463988	0.0134705	-0.0153972	-0.0367782	-0.0472974	-0.0448779	-0.0311817	-0.0146477	
-0.00653738	-0.0153501	-0.0269029	-0.0379638	-0.0468482	-0.0528319	-0.0556712	-0.0554539	-0.0524576	-0.0470436	-0.0395938	-0.0304735	-0.0200144	-0.00850662	0.00380137	0.0166998	0.030013	0.0435948	0.0573229	0.0710951	0.084825	0.0984387	0.111872	0.125068	0.137974	0.150543	0.162729	0.174487	0.185774	0.196543	0.20675	0.216347	0.225282	0.233505	0.240958	0.247581	0.253312	0.258081	0.261815	0.264436	0.265859	0.265992	0.264736	0.261985	0.257625	0.251533	0.243575	0.233614	0.221502	0.207094	0.190252	0.170865	0.148876	0.124335	0.0974647	0.0687715	0.0391658	0.0100942	-0.0163823	-0.0376538	-0.0509057	-0.0538418	-0.0457769	-0.0295265	-0.0133051	
